Lines	Words	File_name
0	244	../../elitr-testset/documents/ESIC/dev/20101006/014_023_EN_Boştinaru/en.OSt.man.punct-verbatim.txt
0	343	../../elitr-testset/documents/ESIC/dev/20101006/014_015_EN_Bozkurt/en.OSt.man.punct-verbatim.txt
0	169	../../elitr-testset/documents/ESIC/dev/20080902/017_005_EN_Drčar-Murko/en.OSt.man.punct-verbatim.txt
0	105	../../elitr-testset/documents/ESIC/dev/20080902/006_010_EN_Strejček/en.OSt.man.punct-verbatim.txt
0	138	../../elitr-testset/documents/ESIC/dev/20080902/004_023_EN_Ždanoka/en.OSt.man.punct-verbatim.txt
0	357	../../elitr-testset/documents/ESIC/dev/20080902/010_041_EN_Buşoi/en.OSt.man.punct-verbatim.txt
0	250	../../elitr-testset/documents/ESIC/dev/20100120/011_015_EN_Eppink/en.OSt.man.punct-verbatim.txt
0	271	../../elitr-testset/documents/ESIC/dev/20100211/004_026_EN_Korhola/en.OSt.man.punct-verbatim.txt
0	399	../../elitr-testset/documents/ESIC/dev/20110609/004_002_EN_Korhola/en.OSt.man.punct-verbatim.txt
0	182	../../elitr-testset/documents/ESIC/dev/20110609/004_013_EN_Prendergast/en.OSt.man.punct-verbatim.txt
0	73	../../elitr-testset/documents/ESIC/dev/20091008/005_022_EN_Tarand/en.OSt.man.punct-verbatim.txt
0	258	../../elitr-testset/documents/ESIC/dev/20091008/005_020_EN_Tarand/en.OSt.man.punct-verbatim.txt
0	226	../../elitr-testset/documents/ESIC/dev/20081020/012_014_EN_Ryan/en.OSt.man.punct-verbatim.txt
0	214	../../elitr-testset/documents/ESIC/dev/20081020/012_015_EN_Járóka/en.OSt.man.punct-verbatim.txt
0	154	../../elitr-testset/documents/ESIC/dev/20080923/004_030_EN_Mote/en.OSt.man.punct-verbatim.txt
0	168	../../elitr-testset/documents/ESIC/dev/20080923/006_015_EN_Boştinaru/en.OSt.man.punct-verbatim.txt
0	473	../../elitr-testset/documents/ESIC/dev/20080923/015_007_EN_Csibi/en.OSt.man.punct-verbatim.txt
0	175	../../elitr-testset/documents/ESIC/dev/20080923/013_010_EN_Ryan/en.OSt.man.punct-verbatim.txt
